Release_Date,Production_Budget,Worldwide_Gross
2002-10-25,5000000,79282312
2002-10-25,825000,1500711
2002-11-01,18000000,43308707
2002-11-10,25000000,24591031
2002-11-10,21000000,43928932
2002-11-10,16000000,21657770
2002-11-10,15000000,19344615
2002-11-10,15000000,12419700
2002-11-10,10000000,598645
2002-11-10,8000000,28315272
2002-11-10,4000000,11799060
2002-11-10,3000000,58240487
2002-11-15,100000000,878979634
2002-11-15,25000000,19233280
2002-11-15,15500000,1693000
2002-11-15,1800000,5719000
2002-11-15,750000,47329
2002-11-15,350000,9118
2002-11-22,142000000,431942139
2002-11-22,20000000,26348203
2002-11-22,12500000,16193713
2002-11-22,10000000,33526835
2002-11-27,100000000,91800000
2002-11-27,47000000,14970038
2002-11-27,40000000,12624471
2002-11-27,17000000,16140842
2002-11-29,7000000,16866928
2002-12-04,45000000,66790248
2002-12-04,43000000,63078756
2002-12-04,11000000,19947280
2002-12-07,80000000,183354514
2002-12-07,15000000,37659652
2002-12-07,12500000,33436931
2002-12-07,500000,308793
2002-12-13,60000000,67312826
2002-12-13,55000000,163838217
2002-12-13,30000000,107054484
2002-12-13,20000000,56398162
2002-12-13,1000000,703
2002-12-18,94000000,934699645
2002-12-19,12500000,23367586
2002-12-19,4500000,25344490
2002-12-20,97000000,183124621
2002-12-20,60000000,199043309
2002-12-20,25000000,60694737
2002-12-20,7500000,11843260
2002-12-20,6000000,267194
2002-12-25,52000000,355612291
2002-12-25,45000000,31681811
2002-12-27,35000000,111854182
2002-12-27,30000000,306771047
2002-12-27,25000000,97030468
2002-12-27,10000000,1562800
2002-12-27,4000000,17639
2002-12-30,1000000,213137
2002-12-31,29000000,33013805
2003-01-07,170000000,433058296
2003-01-08,55000000,126425115
2003-01-08,54000000,7126002
2003-01-17,60000000,90723216
2003-01-17,20000000,17430594
2003-01-17,3300000,32059295
2003-01-24,14000000,274299
2003-01-24,7000000,47289758
2003-01-31,26000000,90396664
2003-01-31,11000000,24150550
2003-01-31,500000,1111615
2003-02-04,30000000,6460758
2003-02-05,125000000,407711549
2003-02-05,15000000,55534455
2003-02-05,10000000,1011054
2003-02-05,1000000,475367
2003-02-07,60000000,80767884
2003-02-07,25000000,125339088
2003-02-14,80000000,182782518
2003-02-14,20000000,140122225
2003-02-14,7000000,719699
2003-02-14,1000000,703020
2003-02-21,55000000,12923936
2003-02-21,50000000,28920188
2003-02-21,24000000,86765463
2003-02-21,15000000,12262065
2003-02-28,25000000,56434942
2003-02-28,10000000,1641788
2003-02-28,4000000,563711
2003-03-10,50000000,55489826
2003-03-10,20000000,131945303
2003-03-10,5800000,421021
2003-03-10,5500000,1060512
2003-03-10,2500000,2013052
2003-03-10,500000,9470209
2003-03-10,103000,16137
2003-03-14,55000000,47213095
2003-03-14,25000000,58240458
2003-03-14,20000000,6882696
2003-03-14,4500000,1022649
2003-03-21,68000000,75685268
2003-03-21,15000000,14933713
2003-03-21,5900000,3895664
2003-03-21,1200000,58936
2003-03-28,85000000,74132631
2003-03-28,50000000,42598498
2003-03-28,35200000,38283765
2003-03-28,800000,2900578
2003-04-03,1200000,3700000
2003-04-04,36000000,43797731
2003-04-04,25000000,35990505
2003-04-04,11000000,97837138
2003-04-04,3000000,2255000
2003-04-07,7800000,24021282
2003-04-16,52000000,23010607
2003-04-16,9000000,12657377
2003-04-16,6000000,18504539
2003-04-18,28000000,39134983
2003-04-18,20000000,71232214
2003-04-18,15000000,34499204
2003-04-18,4500000,4556982
2003-04-25,28000000,82183683
2003-04-25,20000000,5694213
2003-04-25,17500000,325491
2003-04-25,15000000,12212417
2003-04-25,15000000,220944
2003-04-25,4000000,3816594
2003-05-09,35000000,11559747
2003-05-09,17000000,23734486
2003-05-11,150000000,427300260
2003-05-12,140000000,456810575
2003-05-12,18000000,62646763
2003-05-14,1100000,81371
2003-05-15,150000000,738576929
2003-05-23,81000000,484468608
2003-05-30,94000000,936429370
2003-05-30,60000000,176262839
2003-05-30,10000000,28649556
2003-06-06,76000000,236410607
2003-06-06,5500000,6148823
2003-06-06,4300000,39374600
2003-06-08,26000000,160822438
2003-06-13,75000000,50409753
2003-06-13,30000000,26214846
2003-06-13,25000000,55443032
2003-06-13,7000000,196067
2003-06-13,5000000,121016
2003-06-20,137000000,245229234
2003-06-20,30000000,15358583
2003-06-20,12000000,4922166
2003-06-20,9000000,454255
2003-06-27,120000000,227200000
2003-06-27,8000000,82955633
2003-07-02,50000000,178890782
2003-07-02,50000000,88316835
2003-07-02,1750000,634803
2003-07-03,75000000,85632458
2003-07-03,20000000,164675402
2003-07-03,6500000,6173485
2003-07-03,5400000,8133256
2003-07-11,45000000,247950247
2003-07-11,32000000,220236410
2003-07-18,130000000,273271982
2003-07-18,45000000,163126676
2003-07-18,16000000,14108518
2003-07-18,10000000,14156753
2003-07-18,2000000,37227
2003-07-24,7500000,555335
2003-07-25,90000000,157092943
2003-07-25,86000000,148715342
2003-07-25,40000000,167851995
2003-07-25,15000000,353743
2003-07-25,4000000,146402
2003-08-08,70000000,207154748
2003-08-10,30000000,156822020
2003-08-15,26000000,68613992
2003-08-15,25000000,114576403
2003-08-15,2000000,8685632
2003-08-20,2000000,9505996
2003-08-22,41000000,22108977
2003-08-22,20000000,1646664
2003-08-22,14000000,15549702
2003-08-22,1000000,839145
2003-08-29,25000000,119923801
2003-08-29,5000000,894030
2003-08-29,500000,254293
2003-09-05,60000000,164285587
2003-09-05,5000000,25913869
2003-09-07,125000000,634954103
2003-09-19,30000000,47902566
2003-09-19,22000000,95708457
2003-09-19,18000000,13203044
2003-09-19,1000000,1492895
2003-09-26,85000000,80831893
2003-09-26,40000000,10070651
2003-09-26,35000000,32738814
2003-09-26,18000000,57490024
2003-09-26,11000000,4234355
2003-09-26,2500000,12267275
2003-10-01,19000000,101564935
2003-10-01,500000,13134
2003-10-10,60000000,121327628
2003-10-10,55000000,176469428
2003-10-10,17000000,45312217
2003-10-10,7000000,13767816
2003-10-10,6000000,181798
2003-10-12,70000000,123954323
2003-10-17,17000000,9438074
2003-10-17,9000000,107967319
2003-10-17,300000,3571253
2003-10-22,12000000,23693646
2003-10-24,60000000,11427090
2003-10-24,45000000,155200000
2003-10-24,35000000,53293628
2003-10-24,8000000,524747
2003-10-24,3000000,10051516
2003-10-31,6000000,3456602
2003-11-04,56000000,195660942
2003-11-04,7000000,17005466
2003-11-04,800000,58163
2003-11-04,250000,3809226
2003-11-07,78000000,179265204
2003-11-07,1900000,1445140
2003-11-07,500000,19800
2003-11-14,135000000,212912137
2003-11-14,80000000,54540662
2003-11-14,300000,7808524
2003-11-21,109000000,133818283
2003-11-21,40000000,141484812
2003-11-21,20000000,59667625
2003-11-26,90000000,155750628
2003-11-26,80000000,26703184
2003-11-26,65000000,38253433
2003-11-26,18000000,77147031
2003-11-26,4000000,11131455
2003-11-26,2000000,17403168
2003-12-03,5600000,74566042
2003-12-09,29000000,97413527
2003-12-09,4000000,117085297
2003-12-09,2000000,1660865
2003-12-09,1500000,30351664
2003-12-12,80000000,266685242
2003-12-12,55000000,63537164
2003-12-12,27000000,1545064
2003-12-12,12000000,43281552
2003-12-17,94000000,1141403341
2003-12-19,65000000,141205169
2003-12-19,16500000,16157923
2003-12-19,10000000,93074616
2003-12-19,1300000,90213
2003-12-24,5000000,64240813
2003-12-25,100000000,95255485
2003-12-25,80000000,165173909
2003-12-25,60000000,98819789
2003-12-25,40000000,190212113
2003-12-25,15000000,3396508
2003-12-31,4000000,63180
2004-01-01,7000,900
2004-01-09,23000000,19123851
2004-01-10,75000000,371917043
2004-01-10,60000000,102332848
2004-01-10,22000000,20034713
2004-01-10,3000000,6879730
2004-01-16,42000000,173044410
2004-01-16,40000000,46176322
2004-01-16,10000000,6491969
2004-01-23,24000000,16980098
2004-01-23,13000000,95638592
2004-01-23,2000000,15396525
2004-01-30,50000000,6626115
2004-01-30,8000000,50811858
2004-01-30,850000,865708
2004-01-30,500000,1971479
2004-02-04,110000000,76482461
2004-02-04,60000000,99823958
2004-02-04,56000000,47313824
2004-02-04,30000000,29356757
2004-02-04,10000000,42776032
2004-02-07,2000000,11234552
2004-02-13,75000000,196320329
2004-02-20,39000000,6429865
2004-02-20,26000000,14469428
2004-02-20,25000000,20718223
2004-02-20,15000000,33118854
2004-02-20,10400000,1610194
2004-02-25,25000000,622341924
2004-02-27,50000000,40119848
2004-02-27,8500000,7573551
2004-02-27,6400000,79384539
2004-02-27,5000000,96760
2004-03-09,30000000,21577076
2004-03-09,20000000,16612072
2004-03-09,16000000,11540112
2004-03-09,12500000,69826708
2004-03-09,6700000,223878
2004-03-12,35000000,116177695
2004-03-12,12000000,92863945
2004-03-19,28000000,103452875
2004-03-19,20000000,72703462
2004-03-19,20000000,8361736
2004-03-26,35000000,77392139
2004-03-26,35000000,37066129
2004-03-26,25000000,181185387
2004-03-31,20000000,5918742
2004-04-06,130000000,796688549
2004-04-16,55000000,153535982
2004-04-16,33000000,54533774
2004-04-16,20000000,8047525
2004-04-23,60000000,130968579
2004-04-23,30000000,96439723
2004-04-23,8500000,30298347
2004-04-23,3400000,493905
2004-04-30,32000000,29948322
2004-04-30,30000000,16910708
2004-04-30,20000000,14566246
2004-04-30,18000000,130953026
2004-04-30,17000000,2694071
2004-05-03,78000000,108086731
2004-05-03,60000000,170200225
2004-05-11,92000000,614726752
2004-05-11,40000000,35195939
2004-05-14,150000000,484161265
2004-05-14,9000000,12512317
2004-05-19,70000000,937008132
2004-05-28,125000000,556319450
2004-05-28,50000000,49928680
2004-05-28,16000000,14553807
2004-05-28,5000000,10206551
2004-05-28,10000,1987
2004-06-02,28000000,64474705
2004-06-02,18000000,65842412
2004-06-02,18000000,16959614
2004-06-02,15000000,5953886
2004-06-02,4000000,10941801
2004-06-02,100000,110536
2004-06-08,60000000,217670152
2004-06-08,30000000,21758371
2004-06-08,7500000,1788324
2004-06-08,780000,1310470
2004-06-08,500000,55518641
2004-06-10,400000,1162014
2004-06-16,110000000,72004159
2004-06-18,75000000,218673959
2004-06-18,30000000,167791704
2004-06-23,20000000,111448997
2004-06-23,6000000,221148959
2004-06-25,72000000,62176754
2004-06-25,30000000,116025023
2004-06-25,15000000,18524496
2004-06-30,200000000,783705001
2004-07-04,12000000,31286759
2004-07-05,170000000,300150546
2004-07-05,40000000,21215882
2004-07-05,800000,62544
2004-07-05,65000,22233808
2004-07-07,90000000,203877963
2004-07-16,105000000,348629585
2004-07-16,19000000,70164105
2004-07-16,4600000,3479302
2004-07-16,3200000,14441158
2004-07-23,100000000,82145379
2004-07-23,85000000,288587450
2004-07-23,6500000,1033810
2004-07-28,2500000,36028802
2004-07-30,80000000,96148711
2004-07-30,71682975,257641634
2004-07-30,55000000,28231444
2004-07-30,9000000,18225165
2004-08-10,30000000,61950770
2004-08-10,15000000,14811980
2004-08-10,7000,841926
2004-08-12,65000000,132397389
2004-08-13,70000000,172543519
2004-08-13,20000000,28762690
2004-08-20,78000000,43957541
2004-08-20,30000000,65121280
2004-08-20,500000,1348750
2004-08-27,27000000,8712564
2004-08-27,25000000,70326393
2004-08-27,20000000,9355369
2004-08-27,17000000,177535958
2004-08-27,10000000,630427
2004-09-01,23000000,12291975
2004-09-01,12000000,17322212
2004-09-04,92000000,23911362
2004-09-04,35000000,22913677
2004-09-04,30000000,26323969
2004-09-04,25000000,31635150
2004-09-04,6800000,9533964
2004-09-07,25000000,89476265
2004-09-07,10000000,9408183
2004-09-07,2600000,3292333
2004-09-17,70000000,49730854
2004-09-17,35000000,41666476
2004-09-17,30000000,21827296
2004-09-17,1400000,56073
2004-09-24,50000000,117211892
2004-09-24,40000000,463730
2004-09-24,30000000,10419084
2004-09-24,5000000,30332385
2004-09-24,1000000,227241
2004-10-09,50000000,125168734
2004-10-09,45000000,61475984
2004-10-09,200000,346106
2004-10-10,11000000,13353855
2004-10-11,170000000,319090241
2004-10-12,110000000,362989076
2004-10-12,50000000,34806726
2004-10-12,2000000,105377
2004-10-12,400000,31425
2004-10-15,40000000,118097882
2004-10-15,20000000,50948811
2004-10-15,18000000,14488705
2004-10-15,10000000,70527
2004-10-22,17000000,109793192
2004-10-22,10000000,187281115
2004-10-22,5000000,8655397
2004-10-22,200000,439651
2004-10-29,40000000,124823094
2004-10-29,20000000,14603001
2004-10-29,1200000,103880027
2004-11-06,120000000,107212751
2004-11-06,100000000,96221971
2004-11-06,50000000,208094550
2004-11-06,400000,46122713
2004-11-08,45000000,122071435
2004-11-19,100000000,331323410
2004-11-19,30000000,142051255
2004-11-19,5000000,40311842
2004-11-24,155000000,167297191
2004-11-24,50000000,96469187
2004-11-24,7500000,3347647
2004-11-26,55000000,69759296
2004-11-26,5500000,83529758
2004-12-03,40000000,92111551
2004-12-03,26000000,28703083
2004-12-11,57000000,38329114
2004-12-11,50000000,263894551
2004-12-11,29000000,24716190
2004-12-11,25000000,115036108
2004-12-11,11000000,13000959
2004-12-11,7000000,7017859
2004-12-15,30000000,231928227
2004-12-17,110000000,208370892
2004-12-17,100000000,212956024
2004-12-17,75000000,54344321
2004-12-17,75000000,34009180
2004-12-17,24000000,8292914
2004-12-17,13300000,39686345
2004-12-17,10000000,290875
2004-12-22,60000000,516567575
2004-12-22,55000000,154017885
2004-12-22,17500000,36521223
2004-12-25,45000000,48563556
2004-12-25,10600000,34409206
2004-12-29,30000000,18765585
2004-12-29,26000000,63489752
2005-01-04,40000000,158527918
2005-01-06,25000000,41560117
2005-01-07,45000000,17492014
2005-01-07,5500000,8589831
2005-01-07,750000,229250
2005-01-14,65000000,56409722
2005-01-14,45000000,76665507
2005-01-14,30000000,89955540
2005-01-19,30000000,36040895
2005-01-21,20000000,98114471
2005-01-21,425000,12604
2005-01-28,25000000,123696741
2005-01-28,20000000,8178569
2005-01-28,5000000,83356
2005-01-28,70000,4930
2005-02-09,80000000,6300451
2005-02-09,32000000,88978458
2005-02-09,25000000,5654777
2005-02-12,55000000,53913573
2005-02-18,100000000,59918422
2005-02-18,75000000,221594911
2005-02-18,15000000,33508485
2005-02-18,13500000,93631744
2005-02-25,50000000,22099706
2005-02-25,35000000,25114901
2005-02-25,5500000,50458356
2005-03-06,88000000,105021488
2005-03-06,25000000,13424365
2005-03-08,1000000,3553253
2005-03-18,50000000,161941727
2005-03-18,25000000,25732334
2005-03-18,20000000,10468867
2005-03-18,1000000,3700
2005-03-24,60000000,101382396
2005-03-25,35000000,102115888
2005-03-25,3500000,96793
2005-03-25,3000000,6239723
2005-03-25,1500000,1126258
2005-03-30,25000000,38351350
2005-04-02,20000000,67192859
2005-04-02,15000000,47175038
2005-04-03,75000000,94944017
2005-04-03,56000000,198006880
2005-04-03,28500000,15452978
2005-04-03,4600000,3099369
2005-04-11,72000000,96947540
2005-04-11,60000000,310043823
2005-04-11,1600000,3264
2005-04-11,1500000,58692
2005-04-15,18500000,109175673
2005-04-15,2000000,466106
2005-04-15,2000000,2226603
2005-04-22,90000000,162753837
2005-04-22,25000000,41921590
2005-04-22,25000000,4049527
2005-04-22,20000000,375474
2005-04-22,15500000,517262
2005-04-29,60000000,71073932
2005-04-29,45000000,102746214
2005-04-29,1400000,1261792
2005-04-29,30000,82698
2005-05-08,53000000,109848461
2005-05-08,12000000,19287485
2005-05-08,6800000,49526
2005-05-08,5200000,1695126
2005-05-08,1100,181041
2005-05-10,30000000,197593152
2005-05-10,1500000,11191423
2005-05-13,45000000,155931301
2005-05-13,45000000,55842724
2005-05-13,43000000,49037621
2005-05-13,27000000,16566235
2005-05-13,6500000,11745931
2005-05-13,500000,9387581
2005-05-19,115000000,848998877
2005-05-27,82000000,190320568
2005-05-27,75000000,556559566
2005-05-27,2500000,1269705
2005-06-05,110000000,218853353
2005-06-05,35000000,70064800
2005-06-05,7303082,101173038
2005-06-05,300000,10514
2005-06-15,150000000,359142722
2005-06-17,10000000,19535005
2005-06-17,2000000,9615464
2005-06-17,1700000,4727375
2005-06-22,50000000,144110682
2005-06-24,80000000,131159306
2005-06-24,18975000,47751015
2005-06-24,3400000,133276359
2005-06-24,1700000,661221
2005-06-24,700000,4857731
2005-06-29,132000000,606836535
2005-07-01,10000000,92094360
2005-07-01,1800000,1322161
2005-07-01,200000,6260
2005-07-10,20000000,30491379
2005-07-10,7000000,56586901
2005-07-10,1125000,18673274
2005-07-12,25000000,18991288
2005-07-13,5000,1338
2005-07-15,150000000,475825484
2005-07-15,40000000,283218368
2005-07-15,300000,87264
2005-07-15,250000,237816
2005-07-22,120000000,163018913
2005-07-22,35000000,33500620
2005-07-22,7000000,20940428
2005-07-22,2800000,23591783
2005-07-22,250000,191862
2005-07-29,138000000,76416746
2005-07-29,35000000,83109359
2005-07-29,35000000,58405313
2005-08-04,145000000,121671925
2005-08-04,40000000,50071069
2005-08-04,20000000,102034104
2005-08-07,87500000,330717080
2005-08-07,60000000,49473093
2005-08-07,350000,1772979
2005-08-17,30000000,3252550
2005-08-19,35000000,64188387
2005-08-19,26000000,177344230
2005-08-19,26000000,96666486
2005-08-26,80000000,105299638
2005-08-26,30000000,27147991
2005-08-26,9000000,1069318
2005-08-31,25500000,86301599
2005-09-09,30000000,18535575
2005-09-09,20000000,10393696
2005-09-09,18000000,144529078
2005-09-09,200000,44701
2005-09-11,40000000,46666955
2005-09-12,180000000,720539572
2005-09-12,85000000,161510853
2005-09-12,20000000,27836366
2005-09-12,13900000,177012173
2005-09-12,1300000,329621
2005-09-16,58000000,100687083
2005-09-16,42000000,60437727
2005-09-16,25000000,881745
2005-09-16,20000000,8284331
2005-09-16,4000000,1919197
2005-09-16,1000000,15943081
2005-09-16,1000000,1549000
2005-09-23,65000000,26670920
2005-09-23,55000000,214392904
2005-09-23,32000000,61477797
2005-09-23,30000000,114770654
2005-09-23,10000000,17433072
2005-09-23,8000000,446438
2005-09-23,1600000,129319
2005-09-28,1500000,172569
2005-09-30,50000000,41982227
2005-09-30,39000000,40319440
2005-09-30,25000000,15468266
2005-09-30,12000000,994790
2005-09-30,7000000,49924079
2005-09-30,4000000,973613
2005-09-30,3000000,4655
2005-10-06,110000000,486124090
2005-10-06,50000000,69425966
2005-10-06,27000000,13174426
2005-10-06,24000000,237814327
2005-10-06,24000000,1696765
2005-10-06,2850000,6435262
2005-10-13,400000,423
2005-10-14,54000000,50719373
2005-10-14,50000000,22969202
2005-10-14,25000000,1415656
2005-10-14,18000000,37048526
2005-10-21,70000000,54612337
2005-10-21,32000000,39498360
2005-10-21,30000000,23676771
2005-10-21,15000000,16829464
2005-10-21,7500000,11758418
2005-10-21,6500000,2025032
2005-10-21,500000,4134
2005-10-28,80000000,141475336
2005-10-28,20000000,15466961
2005-10-28,5000000,152925093
2005-11-02,55000000,366784257
2005-11-02,20000000,55686944
2005-11-02,7000000,25269040
2005-11-02,2000000,691880
2005-11-03,80000000,260700012
2005-11-03,75000000,77636443
2005-11-03,12000000,28915761
2005-11-11,65000000,58545540
2005-11-11,28000000,126549607
2005-11-11,22000000,57520063
2005-11-18,150000000,896911078
2005-11-18,29000000,187707495
2005-11-23,50000000,92690959
2005-11-23,45000000,72359917
2005-11-23,40000000,31670620
2005-11-23,22000000,9448623
2005-12-08,60000000,10597070
2005-12-08,40000000,92256918
2005-12-08,30000000,92494381
2005-12-08,22000000,45273464
2005-12-14,207000000,550517357
2005-12-14,15000000,13454474
2005-12-16,45000000,32952995
2005-12-16,18000000,92357499
2005-12-21,140000000,203018919
2005-12-21,60000000,135015330
2005-12-21,16000000,2814566
2005-12-23,75000000,131492772
2005-12-23,8000000,19891331
2005-12-25,70000000,88933562
2005-12-25,30000000,26184400
2005-12-25,1100000,29005064
2005-12-28,15000000,87973835
2005-12-30,10000000,17300838
2005-12-31,15000000,909822
2005-12-31,2160000,37865
2006-01-09,12000000,43924923
2006-01-09,5600000,7009668
2006-01-09,2700000,31517561
2006-01-09,2400000,500296
2006-01-09,30000,103509
2006-01-12,35000000,46309644
2006-01-12,10000000,14321070
2006-01-13,45000000,43343247
2006-01-13,30000000,42799060
2006-01-13,17500000,109843390
2006-01-20,45000000,113417762
2006-01-20,10000000,11924041
2006-01-20,1000000,16553163
2006-01-27,40000000,137047376
2006-01-27,25000000,128745578
2006-01-27,14200000,543306
2006-01-27,7900000,3129471
2006-01-27,5300000,29197694
2006-01-27,4750000,3061763
2006-01-27,1600000,145382
2006-02-06,52000000,205727307
2006-02-06,15000000,11599903
2006-02-06,10000000,3260179
2006-02-06,15000,195254
2006-02-08,400000,2797199
2006-02-17,40000000,120455994
2006-02-17,20000000,85146165
2006-02-17,4200000,33913542
2006-02-17,3500000,113783
2006-02-24,20000000,28058652
2006-02-24,17000000,9729088
2006-02-24,10000000,63320521
2006-02-24,3000000,11537539
2006-03-02,15000000,67215435
2006-03-03,45000000,65595141
2006-03-03,30000000,30962112
2006-03-03,22000000,23134075
2006-03-03,12000000,22978953
2006-03-03,3000000,12051924
2006-03-11,149000000,179357126
2006-03-11,18000000,261443242
2006-03-11,9400000,87226613
2006-03-11,3700000,3355048
2006-03-17,50000000,130214162
2006-03-17,25000000,55279608
2006-03-17,13000000,2898225
2006-03-17,7500000,40016662
2006-03-17,3000000,95204
2006-03-24,50000000,185798265
2006-03-24,20000000,23187506
2006-03-24,17000000,15680099
2006-03-24,2900000,3127472
2006-03-24,500000,602789
2006-03-31,75000000,651899282
2006-03-31,70000000,35417162
2006-03-31,17000000,21170563
2006-03-31,15250000,12930343
2006-03-31,2500000,497195
2006-03-31,450000,4243996
2006-04-05,4500000,23471871
2006-04-08,73000000,162870525
2006-04-08,51000000,118583844
2006-04-08,8000000,12740705
2006-04-08,7000000,57051053
2006-04-08,4000000,10770993
2006-04-10,2000000,1985292
2006-04-14,80000000,99010667
2006-04-14,40000000,178710620
2006-04-14,950000,8267066
2006-04-21,60000000,78080697
2006-04-21,50000000,94704227
2006-04-21,17000000,16510971
2006-04-21,1000000,884
2006-04-28,55000000,87524497
2006-04-28,20000000,30399714
2006-04-28,18000000,77635035
2006-04-28,9600000,5256839
2006-04-28,8000000,18959424
2006-04-28,3000000,11322573
2006-04-28,12000,1336
2006-04-28,10000,138711
2006-05-05,150000000,397501348
2006-05-05,30000000,35869934
2006-05-05,20000000,5313608
2006-05-05,15000000,8224998
2006-05-05,14000000,30443277
2006-05-05,8000000,973443
2006-05-12,9000000,16235738
2006-05-19,125000000,767820459
2006-05-19,80000000,343397247
2006-05-19,8000000,18828036
2006-05-24,1000000,52769915
2006-05-26,210000000,459359555
2006-05-26,7000,71644
2006-06-01,25000000,3605420
2006-06-01,12000000,196857
2006-06-01,5000000,6590172
2006-06-01,4800000,82241110
2006-06-06,25000000,119295584
2006-06-10,90000000,289660619
2006-06-10,16000000,50517763
2006-06-10,14000000,14121177
2006-06-10,10000000,38364855
2006-06-10,3000000,252726
2006-06-16,85000000,157794205
2006-06-16,60000000,147985373
2006-06-16,40000000,114830111
2006-06-16,32000000,99296462
2006-06-16,500000,3177636
2006-06-23,82500000,237685089
2006-06-23,10000000,32430721
2006-06-23,2000000,5361
2006-06-28,232000000,374085065
2006-06-28,2000000,2077844
2006-06-28,1000000,1849392
2006-06-28,250000,51540
2006-06-30,35000000,326073155
2006-07-04,35000000,65063726
2006-07-04,30000000,65390493
2006-07-04,27000000,55495466
2006-07-04,6500000,18110152
2006-07-04,3000000,7301115
2006-07-04,1300000,1738663
2006-07-07,225000000,1066215812
2006-07-07,20000000,7405084
2006-07-07,1000000,215559
2006-07-14,64000000,101636047
2006-07-14,54000000,130402010
2006-07-14,10000000,241719
2006-07-14,5000000,648183
2006-07-21,75000000,141267370
2006-07-21,75000000,72785169
2006-07-21,30000000,60772856
2006-07-21,5000000,27342246
2006-07-21,200000,7033
2006-07-26,8000000,100642353
2006-07-28,135000000,163818556
2006-07-28,45000000,49610898
2006-07-28,4000000,40103262
2006-08-09,20000000,38164784
2006-08-09,5700000,43044087
2006-08-09,2000000,759504
2006-08-12,100000000,171377916
2006-08-12,85000000,205190324
2006-08-12,40000000,121032272
2006-08-12,25000000,21970831
2006-08-18,33000000,62020814
2006-08-18,16500000,83792062
2006-08-18,9000000,2548378
2006-08-18,8000000,143782
2006-08-25,40000000,58501127
2006-08-25,17500000,20159316
2006-08-25,15000000,12669914
2006-08-25,900000,381420
2006-08-25,300000,399908
2006-09-06,70000000,461651246
2006-09-06,10000000,26716191
2006-09-08,65000000,163295654
2006-09-15,60000000,49238525
2006-09-15,30000000,41457834
2006-09-15,2800000,475000
2006-09-22,60000000,14816379
2006-09-22,55000000,9521458
2006-09-22,35000000,19282590
2006-09-22,18000000,2401413
2006-09-22,11000000,85278712
2006-09-22,6000000,15137932
2006-09-22,3200000,690872
2006-09-27,6000000,49155371
2006-09-29,85000000,191932158
2006-09-29,70000000,94973540
2006-09-29,20000000,17807569
2006-09-29,100000,10243159
2006-09-30,15000000,128885873
2006-10-02,80000000,158926474
2006-10-02,50000000,71052604
2006-10-02,50000000,82751189
2006-10-02,25000000,112798051
2006-10-02,2000000,12667
2006-10-03,60000000,87123569
2006-10-03,50000000,128402901
2006-10-03,17000000,70355813
2006-10-11,35000000,42064105
2006-10-11,30000000,53572822
2006-10-11,16800000,2281089
2006-10-11,11000000,6586324
2006-10-11,6000000,119452
2006-10-11,2000000,6225304
2006-10-13,40000000,20722450
2006-10-13,20000000,70743839
2006-10-13,20000000,41342180
2006-10-13,20000000,13725032
2006-10-13,15000000,22165608
2006-10-13,13000000,2613717
2006-10-13,4700000,239962
2006-10-18,350000,84689
2006-10-20,53000000,63657941
2006-10-20,40000000,104407366
2006-10-20,40000000,60862471
2006-10-20,15000000,21896367
2006-10-20,12000000,8706701
2006-10-27,20000000,132121212
2006-10-27,14000000,5782198
2006-10-27,10000000,163876815
2006-11-08,35000000,12506188
2006-11-08,20500000,30241435
2006-11-08,12000000,110989157
2006-11-08,10750000,32575443
2006-11-08,3750000,1178175
2006-11-08,700000,4911725
2006-11-08,450000,1297745
2006-11-17,102000000,594420283
2006-11-17,85000000,385000317
2006-11-17,14000000,20597806
2006-11-17,12000000,5549923
2006-11-17,4000000,4630045
2006-11-21,3700000,13447998
2006-11-22,80000000,181038616
2006-11-22,51000000,46815807
2006-11-22,35000000,15461638
2006-11-22,9000000,14443
2006-11-24,8300000,24906717
2006-12-04,300000,33312
2006-12-05,160000000,181674817
2006-12-05,33000000,27610873
2006-12-05,28000000,38159905
2006-12-05,7000000,463039
2006-12-05,5000000,4414753
2006-12-05,1125000,414736
2006-12-15,100000000,249488115
2006-12-15,82500000,143985708
2006-12-15,75000000,155708695
2006-12-15,55000000,307325633
2006-12-15,32000000,1308696
2006-12-15,18900000,26063572
2006-12-20,24000000,156229050
2006-12-20,19400000,15118795
2006-12-20,13000000,67867998
2006-12-21,45000000,76904429
2006-12-21,6000000,7818479
2006-12-22,110000000,579446407
2006-12-22,65000000,43545364
2006-12-25,76000000,69845011
2006-12-25,27500000,50578411
2006-12-27,63700000,133603463
2006-12-29,30000000,35891257
2006-12-29,16000000,87041569
2006-12-29,3300000,19875
2006-12-31,42000000,83833602
2006-12-31,1000000,5382
2006-12-31,500000,3000000
2007-01-06,27500000,219265952
2007-01-06,9000000,3922043
2007-01-06,989000,8158
2007-01-17,1000000,844377
2007-01-26,20000000,86858578
2007-01-26,17000000,57263440
2007-01-26,15000000,6551310
2007-02-02,39000000,69538833
2007-02-02,16000000,53774833
2007-02-02,7000000,1661464
2007-02-03,85000000,83080084
2007-02-03,60000000,253555383
2007-02-03,15000000,10951153
2007-02-05,1500000,22217183
2007-02-07,151000000,708272592
2007-02-11,150000000,287594577
2007-02-11,100000000,267985456
2007-02-11,27000000,9352089
2007-02-14,40000000,146300356
2007-02-16,120000000,229545589
2007-02-16,25000000,137984788
2007-02-23,32000000,77593167
2007-02-23,13000000,11141213
2007-02-23,10000000,21851362
2007-03-07,35000000,70187088
