Release_Date,Production_Budget,Worldwide_Gross
2015-09-18,53000000,98837872
2015-09-18,30000000,78571737
2015-09-18,2000000,2791973
2015-09-18,1200000,4254
2015-09-25,80000000,470751398
2015-09-25,40000000,197232734
2015-09-25,1000000,12931569
2015-09-28,1500000,2105
2015-09-30,35000000,61173364
2015-10-03,25000000,91116
2015-10-03,10000000,314073
2015-10-04,34000000,63802928
2015-10-04,13000000,38976797
2015-10-04,4000000,324218
2015-10-04,1000000,6870
2015-10-07,74000000,1167245366
2015-10-07,40000000,26736665
2015-10-07,26000000,33713827
2015-10-07,10000000,161097
2015-10-07,100000,41753881
2015-10-16,58000000,158905324
2015-10-16,55000000,75466595
2015-10-16,40000000,162610473
2015-10-16,15000000,6832542
2015-10-16,13000000,36262783
2015-10-23,80000000,131234406
2015-10-23,14000000,34044909
2015-10-23,10000000,78096553
2015-10-23,5000000,2368937
2015-10-23,2000000,481525
2015-10-23,300000,1711
2015-10-30,28000000,8592432
2015-10-30,20000000,32632668
2015-10-30,20000000,14883495
2015-10-30,15000000,14947243
2015-11-09,18000000,60264805
2015-11-09,5000000,98595211
2015-11-09,5000000,4816142
2015-11-11,12000000,14616
2015-11-12,100000000,90420758
2015-11-12,28000000,133162752
2015-11-12,1000000,26
2015-11-13,25000000,28400715
2015-11-13,20000000,2246000
2015-11-13,20000000,3727746
2015-11-13,18000000,42167286
2015-11-13,8900000,3324184
2015-11-20,160000000,650523427
2015-11-20,25000000,52427346
2015-11-20,25000000,42642077
2015-11-20,20000000,30808558
2015-11-20,7000000,103962
2015-11-20,450000,42503
2015-11-25,187500000,334342692
2015-11-25,40000000,33175076
2015-11-25,37000000,173567581
2015-12-06,215000000,1671640593
2015-12-06,8000000,9266180
2015-12-18,306000000,2058662225
2015-12-18,90000000,249520430
2015-12-18,30000000,106030660
2015-12-25,100000000,128131571
2015-12-25,62000000,145443360
2015-12-25,60000000,101134059
2015-12-25,50000000,238757137
2015-12-25,35000000,50363790
2015-12-30,8000000,5531455
2015-12-31,80000000,4547660
2015-12-31,42000000,182156
2015-12-31,30000000,141661
2015-12-31,15000000,3454036
2015-12-31,7000000,1391410
2015-12-31,2700000,8200000
2015-12-31,2000000,926
2015-12-31,1900000,12444
2015-12-31,1000000,17721
2015-12-31,560000,8462
2015-12-31,168000,29827
2016-01-04,5000000,23565072
2016-01-04,900000,9097072
2016-01-07,180000000,349143061
2016-01-07,140000000,154110769
2016-01-07,10000000,118557124
2016-01-11,14000000,11354230
2016-01-15,50000000,69411370
2016-01-15,40000000,124827316
2016-01-15,18000000,27392196
2016-01-22,56000000,386096060
2016-01-22,38000000,110678636
2016-01-22,36000000,156835197
2016-01-22,11500000,99930262
2016-01-22,10000000,68220952
2016-01-29,140000000,518614384
2016-01-29,70000000,48197252
2016-01-29,25000000,2976636
2016-01-29,5000000,20765353
2016-02-09,20000000,19450780
2016-02-09,8000000,7315248
2016-02-09,5000000,2199
2016-02-12,9000000,25077411
2016-02-19,60720000,552198479
2016-02-19,20000000,46164361
2016-02-19,5000000,22178125
2016-02-19,3500000,40454520
2016-02-26,140000000,133553464
2016-02-26,23000000,45121177
2016-02-26,20000000,25943792
2016-03-06,135000000,245623848
2016-03-06,20000000,205445075
2016-03-06,20000000,9537120
2016-03-06,3500000,29233
2016-03-06,170000,169242
2016-03-16,13000000,73798720
2016-03-18,110000000,171484051
2016-03-18,18000000,6841142
2016-03-25,250000000,868160194
2016-03-25,18000000,91651878
2016-03-30,10000000,5437126
2016-04-03,150000000,1019922983
2016-04-03,60000000,193857962
2016-04-03,35000000,24915969
2016-04-03,600000,7943
2016-04-11,165000000,677541920
2016-04-11,125000000,344780046
2016-04-11,40000000,158701644
2016-04-15,175000000,963901123
2016-04-15,31500000,38771262
2016-04-15,20000000,54404202
2016-04-15,18000000,6784
2016-04-15,5000000,3807503
2016-04-22,115000000,165149302
2016-04-22,3000000,7445044
2016-04-22,1500000,510957
2016-04-29,20000000,11813410
2016-04-29,15000000,20609977
2016-05-02,60000000,194058503
2016-05-02,28000000,16311335
2016-05-02,22000000,64171419
2016-05-02,11000000,2124005
2016-05-08,175000000,746100054
2016-05-08,12700000,49196532
2016-05-13,27000000,93469699
2016-05-13,4000000,10898293
2016-05-20,73000000,352829528
2016-05-20,50000000,57261763
2016-05-20,35000000,108758521
2016-05-27,178000000,542742489
2016-05-27,170000000,277442381
2016-06-05,250000000,1151684349
2016-06-05,9000000,7714549
2016-06-12,7000000,10237239
2016-06-17,200000000,1022617376
2016-06-17,50000000,217196811
2016-06-24,165000000,387644286
2016-06-24,50000000,23152062
2016-06-24,13000000,118888025
2016-06-24,7500000,3559803
2016-06-24,3000000,5100863
2016-06-24,2500000,23014021
2016-07-10,45000000,170327930
2016-07-10,10000000,16084310
2016-07-10,8500000,23311425
2016-07-13,47500000,18329653
2016-07-15,144000000,229034050
2016-07-15,5000000,13099931
2016-07-22,185000000,336398312
2016-07-22,105000000,403841637
2016-07-22,5000000,148868835
2016-07-22,3000000,4417983
2016-07-27,20000000,61680792
2016-07-29,120000000,416197059
2016-07-29,20000000,181457297
2016-08-01,135000000,532950503
2016-08-01,10000000,40055439
2016-08-01,3500000,182695
2016-08-03,30000000,1769316
2016-08-04,29000000,78652395
2016-08-04,1000000,354836
2016-08-07,75000000,875958307
2016-08-07,33000000,75909673
2016-08-19,95000000,88725100
2016-08-19,55000000,74545591
2016-08-19,50000000,83034523
2016-08-26,20000000,4754517
2016-08-26,10000000,158185073
2016-08-26,9000000,2000093
2016-09-09,60000000,238552082
2016-09-09,10000000,30629507
2016-09-09,10000000,150191
2016-09-12,45000000,91342494
2016-09-12,20000000,433574208
2016-09-16,50000000,34301950
2016-09-16,35000000,203555567
2016-09-16,10000000,37493221
2016-09-23,90000000,159762983
2016-09-23,70000000,174102281
2016-09-23,11900000,24041617
2016-09-30,156000000,113611666
2016-09-30,110000000,296642834
2016-10-06,160000000,433125655
2016-10-06,90000000,328675540
2016-10-06,40000000,311270008
2016-10-06,17000000,5653176
2016-10-14,40000000,153060045
2016-10-14,10000000,23591043
2016-10-16,2100000,3330
2016-10-21,60000000,160038407
2016-10-21,20000000,73206343
2016-10-21,9000000,81831866
2016-10-21,1500000,55800987
2016-10-21,1500000,2082980
2016-10-28,75000000,219572877
2016-11-03,35000000,28721408
2016-11-03,16800000,7313697
2016-11-03,13000000,34916128
2016-11-03,5000000,108286422
2016-11-03,5000000,9669521
2016-11-03,1000000,63014
2016-11-11,47000000,203178872
2016-11-11,40000000,25863458
2016-11-11,40000000,1079040
2016-11-11,17000000,42141196
2016-11-11,10000000,8457974
2016-11-18,180000000,803798342
2016-11-18,22500000,30719170
2016-11-18,16000000,6248077
2016-11-18,9000000,18802255
2016-11-18,8500000,75740479
2016-11-18,8000000,8370555
2016-11-23,150000000,639537208
2016-11-23,26700000,3871448
2016-11-25,18000000,5823540
2016-11-25,12000000,145712897
2016-12-02,77500000,90905178
2016-12-02,58000000,801029249
2016-12-02,50000000,55348693
2016-12-02,37000000,99595932
2016-12-08,65000000,137768975
2016-12-08,29000000,44267641
2016-12-08,19000000,140428314
2016-12-08,12000000,37584304
2016-12-16,200000000,1050988488
2016-12-16,36000000,85315070
2016-12-21,125000000,240497948
2016-12-21,110000000,302211243
2016-12-21,75000000,627886287
2016-12-21,40000000,44383030
2016-12-23,46500000,16149791
2016-12-23,38000000,117523786
2016-12-25,65000000,21778555
2016-12-25,25000000,229518131
2016-12-31,4400000,9969237
2017-01-13,125000000,61681268
2017-01-13,7400000,25863405
2017-01-20,85000000,345114933
2017-01-20,15000000,18301418
2017-01-20,5000000,276841585
2017-01-27,40000000,307353906
2017-01-27,25000000,189922583
2017-01-27,27000,3547
2017-01-31,6840000,22273
2017-02-06,150000000,785964691
2017-02-06,38000000,87098466
2017-02-17,150000000,331775766
2017-02-17,25000000,40287017
2017-02-17,15000000,4892
2017-02-24,60000000,20830546
2017-02-24,29200000,5278519
2017-02-24,21000000,606162
2017-02-24,5000000,251359904
2017-03-02,25000000,82991460
2017-03-02,2000000,35312
2017-03-03,127000000,615577068
2017-03-17,160000000,1260122363
2017-03-17,18000000,42067430
2017-03-17,5000000,10744134
2017-03-24,120000000,140845191
2017-03-24,58000000,100993260
2017-03-24,25000000,23190697
2017-03-31,125000000,492557218
2017-03-31,110000000,167918847
2017-04-14,250000000,1237444462
2017-04-14,36000000,1480089
2017-04-21,90000000,10020889
2017-04-21,12000000,15668012
2017-04-21,10000000,3565109
2017-04-28,30000000,184075552
2017-04-28,20000000,43326383
2017-04-28,18000000,33907844
2017-05-05,200000000,858470006
2017-05-05,23000000,58807172
2017-05-19,22000000,35409686
2017-05-19,10000000,45921140
2017-05-25,60000000,169740988
2017-05-26,230000000,776037086
2017-06-01,43000000,45095823
2017-06-16,45000000,54855235
2017-06-16,20000000,41015970
2017-06-21,217000000,568923844
2017-06-28,34000000,139359078
2017-06-30,75000000,823755831
2017-06-30,40000000,30576502
2017-07-03,1100000,27561
2017-07-04,60000000,197242826
2017-07-04,24000000,78714211
2017-07-07,175000000,638087983
2017-07-14,152000000,225986078
2017-07-14,12000000,19379463
2017-07-21,180000000,52573132
2017-07-21,150000000,235907054
2017-07-21,28000000,69290699
2017-07-28,50000000,27366288
2017-07-28,30000000,23095325
2017-07-28,1000000,130874
2017-08-25,30000000,48048527
2017-08-25,4000000,36630
2017-09-06,195000000,397644453
2017-09-06,5000000,17250101
2017-10-02,80000000,310940997
2017-10-02,55000000,376856949
2017-10-02,40000000,166893990
2017-10-03,185000000,561137727
2017-12-05,175000000,140012608
2017-12-05,42000000,57850343
